ITEM_NAME,START_DATETIME,OIL_CUM,WATER_CUM,GAS_CUM,Tank
A-1-P,11/1/2000,10915.0,526.0,10915.0,zone_a
A-1-P,12/1/2000,24902.0,1124.0,24902.0,zone_a
A-1-P,1/1/2001,36836.0,1726.0,36836.0,zone_a
A-1-P,2/1/2001,46485.0,2234.0,46485.0,zone_a
A-1-P,3/1/2001,57819.0,8099.0,57819.0,zone_a
A-1-P,4/1/2001,68481.0,14096.0,68481.0,zone_a
A-1-P,5/1/2001,76400.0,19784.0,76400.0,zone_a
A-1-P,6/1/2001,83152.0,25444.0,83152.0,zone_a
A-1-P,7/1/2001,91655.0,33614.0,91655.0,zone_a
A-1-P,8/1/2001,98961.0,44757.0,98961.0,zone_a
A-1-P,9/1/2001,107066.0,44982.0,107066.0,zone_a
A-1-P,10/1/2001,115777.0,45270.0,115777.0,zone_a
A-1-P,11/1/2001,122708.0,48532.0,122708.0,zone_a
A-1-P,12/1/2001,127279.0,51856.0,127279.0,zone_a
A-1-P,1/1/2002,131559.0,55045.0,131559.0,zone_a
A-1-P,2/1/2002,136852.0,57945.0,136852.0,zone_a
A-1-P,3/1/2002,143127.0,61265.0,143127.0,zone_a
A-1-P,4/1/2002,148920.0,64357.0,148920.0,zone_a
A-1-P,5/1/2002,155962.0,67550.0,155962.0,zone_a
A-1-P,6/1/2002,162399.0,70635.0,162399.0,zone_a
A-1-P,7/1/2002,172727.0,74023.0,172727.0,zone_a
A-1-P,8/1/2002,178968.0,77167.0,178968.0,zone_a
A-1-P,9/1/2002,185240.0,80500.0,185240.0,zone_a
A-1-P,10/1/2002,189765.0,83619.0,189765.0,zone_a
A-1-P,11/1/2002,195578.0,86749.0,195578.0,zone_a
A-1-P,12/1/2002,199819.0,89922.0,199819.0,zone_a
A-1-P,1/1/2003,205502.0,93175.0,205502.0,zone_a
A-1-P,2/1/2003,214244.0,96262.0,214244.0,zone_a
A-1-P,3/1/2003,220533.0,99723.0,220533.0,zone_a
A-1-P,4/1/2003,226360.0,102833.0,226360.0,zone_a
A-1-P,5/1/2003,231756.0,105428.41,231756.0,zone_a
A-1-P,6/1/2003,237127.0,108257.41,237127.0,zone_a
A-1-P,7/1/2003,242216.0,111601.52,242216.0,zone_a
A-1-P,8/1/2003,247673.0,114857.49,247673.0,zone_a
A-1-P,9/1/2003,252253.0,117917.15,252253.0,zone_a
A-1-P,10/1/2003,258261.0,121238.15,258261.0,zone_a
A-1-P,11/1/2003,264746.0,122951.15,264746.0,zone_a
A-1-P,12/1/2003,272155.0,124861.15,272155.0,zone_a
A-1-P,1/1/2004,280647.0,126892.15,280647.0,zone_a
A-1-P,2/1/2004,288783.0,129042.15,288783.0,zone_a
A-1-P,3/1/2004,295215.0,130711.15,295215.0,zone_a
A-1-P,4/1/2004,303779.0,131694.15,303779.0,zone_a
A-1-P,5/1/2004,311819.0,132843.15,311819.0,zone_a
A-1-P,6/1/2004,319508.0,133931.15,319508.0,zone_a
A-1-P,7/1/2004,327773.0,135079.15,327773.0,zone_a
A-1-P,8/1/2004,336632.0,135923.15,336632.0,zone_a
A-1-P,9/1/2004,345058.0,136787.15,345058.0,zone_a
A-1-P,10/1/2004,353971.0,138049.15,353971.0,zone_a
A-1-P,11/1/2004,363116.0,139284.15,363116.0,zone_a
A-1-P,12/1/2004,374283.0,140443.15,374283.0,zone_a
A-1-P,1/1/2005,385345.0,141755.15,385345.0,zone_a
A-1-P,2/1/2005,395309.0,143038.03,395309.0,zone_a
A-1-P,3/1/2005,406397.0,144339.03,406397.0,zone_a
A-1-P,4/1/2005,415658.0,145772.03,415658.0,zone_a
A-1-P,5/1/2005,424712.0,147185.03,424712.0,zone_a
A-1-P,6/1/2005,433898.0,148274.03,433898.0,zone_a
A-1-P,7/1/2005,443350.0,149454.03,443350.0,zone_a
A-1-P,8/1/2005,450617.0,150325.03,450617.0,zone_a
A-1-P,9/1/2005,462484.0,150692.03,462484.0,zone_a
A-1-P,10/1/2005,470831.0,150950.19,470831.0,zone_a
A-1-P,11/1/2005,478322.0,151584.19,478322.0,zone_a
A-1-P,12/1/2005,487075.0,151855.19,487075.0,zone_a
A-1-P,1/1/2006,495926.0,152129.19,495926.0,zone_a
A-1-P,2/1/2006,504664.0,152399.19,504664.0,zone_a
A-1-P,3/1/2006,514006.0,154590.19,514006.0,zone_a
A-1-P,4/1/2006,523517.0,157058.19,523517.0,zone_a
A-1-P,5/1/2006,530779.0,158191.19,530779.0,zone_a
A-1-P,6/1/2006,538103.0,159534.19,538103.0,zone_a
A-1-P,7/1/2006,547139.0,163806.19,547139.0,zone_a
A-1-P,8/1/2006,555107.0,166090.64,555107.0,zone_a
A-1-P,9/1/2006,561323.0,169851.34,561323.0,zone_a
A-1-P,10/1/2006,567014.0,173938.34,567014.0,zone_a
A-1-P,11/1/2006,571606.0,177479.36,571606.0,zone_a
A-1-P,12/1/2006,577976.0,179524.36,577976.0,zone_a
A-1-P,1/1/2007,585370.0,181695.36,585370.0,zone_a
A-1-P,2/1/2007,591662.0,183318.36,591662.0,zone_a
A-1-P,3/1/2007,600664.0,185162.36,600664.0,zone_a
A-1-P,4/1/2007,609315.0,187476.36,609315.0,zone_a
A-1-P,5/1/2007,616536.0,189633.36,616536.0,zone_a
A-1-P,6/1/2007,620469.0,194231.36,620469.0,zone_a
A-1-P,7/1/2007,623911.0,196936.36,623911.0,zone_a
A-1-P,8/1/2007,630005.0,198665.36,630005.0,zone_a
A-1-P,9/1/2007,633667.0,200033.36,633667.0,zone_a
A-1-P,10/1/2007,638396.0,202021.8,638396.0,zone_a
A-1-P,11/1/2007,646583.0,204290.8,646583.0,zone_a
A-1-P,12/1/2007,654112.0,206539.8,654112.0,zone_a
A-1-P,1/1/2008,662110.0,208589.5,662110.0,zone_a
A-1-P,2/1/2008,668265.0,210315.55,668265.0,zone_a
A-1-P,3/1/2008,672564.0,211995.64,672564.0,zone_a
A-1-P,4/1/2008,676934.0,215965.64,676934.0,zone_a
A-1-P,5/1/2008,681841.0,219592.64,681841.0,zone_a
A-1-P,6/1/2008,688378.0,224154.64,688378.0,zone_a
A-1-P,7/1/2008,694899.0,228538.47,694899.0,zone_a
A-1-P,8/1/2008,699736.0,234355.47,699736.0,zone_a
A-1-P,9/1/2008,707681.0,240015.47,707681.0,zone_a
A-1-P,10/1/2008,712946.0,245929.47,712946.0,zone_a
A-1-P,11/1/2008,719672.0,251613.47,719672.0,zone_a
A-1-P,12/1/2008,726024.0,263835.47,726024.0,zone_a
A-1-P,1/1/2009,728443.0,275004.07,728443.0,zone_a
A-1-P,2/1/2009,733519.0,290395.37,733519.0,zone_a
A-1-P,3/1/2009,736694.0,295138.06,736694.0,zone_a
A-1-P,4/1/2009,741244.0,298543.06,741244.0,zone_a
A-1-P,5/1/2009,750394.0,306090.05,750394.0,zone_a
A-1-P,6/1/2009,755355.0,309551.05,755355.0,zone_a
A-1-P,7/1/2009,759010.0,312505.21,759010.0,zone_a
A-1-P,8/1/2009,763294.0,316303.82,763294.0,zone_a
A-1-P,9/1/2009,769222.0,321115.21,769222.0,zone_a
A-1-P,10/1/2009,773746.0,324285.02,773746.0,zone_a
A-1-P,11/1/2009,778338.0,328644.55,778338.0,zone_a
A-1-P,12/1/2009,783764.0,332525.55,783764.0,zone_a
A-1-P,1/1/2010,787338.0,335987.55,787338.0,zone_a
A-1-P,2/1/2010,791276.0,339170.89,791276.0,zone_a
A-1-P,3/1/2010,796139.0,342592.89,796139.0,zone_a
A-1-P,4/1/2010,799774.0,345402.89,799774.0,zone_a
A-1-P,5/1/2010,804004.0,347984.89,804004.0,zone_a
A-1-P,6/1/2010,807089.0,349867.82,807089.0,zone_a
A-1-P,7/1/2010,810303.0,351508.82,810303.0,zone_a
A-1-P,8/1/2010,812951.0,353683.82,812951.0,zone_a
A-1-P,9/1/2010,816542.0,356251.82,816542.0,zone_a
A-1-P,10/1/2010,820238.0,359464.82,820238.0,zone_a
A-1-P,11/1/2010,823178.0,361805.82,823178.0,zone_a
A-1-P,12/1/2010,825026.0,362900.42,825026.0,zone_a
A-2-P,7/1/1981,4064.0,93.0,4064.0,zone_b
A-2-P,8/1/1981,16038.0,1250.0,16038.0,zone_b
A-2-P,9/1/1981,23189.0,3020.0,23189.0,zone_b
A-2-P,10/1/1981,28208.0,4559.0,28208.0,zone_b
A-2-P,11/1/1981,32103.0,6315.0,32103.0,zone_b
A-2-P,7/1/1982,33055.0,7267.0,33055.0,zone_b
A-2-P,2/1/1984,34255.0,7569.0,34255.0,zone_b
A-2-P,3/1/1984,41028.0,12084.0,41028.0,zone_b
A-2-P,4/1/1984,55825.0,24108.0,55825.0,zone_b
A-2-P,1/1/2014,55825.0,24108.0,55825.0,zone_b
A-2-P,2/1/2014,55825.0,24108.0,55825.0,zone_b
A-2-P,3/1/2014,55825.0,24108.0,55825.0,zone_b
A-2-P,4/1/2014,55825.0,24108.0,55825.0,zone_b
A-2-P,5/1/2014,55825.0,24108.0,55825.0,zone_b
A-2-P,6/1/2014,55825.0,24108.0,55825.0,zone_b
A-2-P,7/1/2014,55825.0,24108.0,55825.0,zone_b
A-2-P,8/1/2014,55825.0,24108.0,55825.0,zone_b
A-2-P,9/1/2014,55825.0,24108.0,55825.0,zone_b
A-2-P,10/1/2014,55825.0,24108.0,55825.0,zone_b
A-2-P,11/1/2014,55825.0,24108.0,55825.0,zone_b
A-2-P,12/1/2014,55825.0,24108.0,55825.0,zone_b
A-2-P,1/1/2015,55825.0,24108.0,55825.0,zone_b
A-2-P,2/1/2015,55825.0,24108.0,55825.0,zone_b
A-2-P,3/1/2015,55825.0,24108.0,55825.0,zone_b
A-2-P,4/1/2015,55825.0,24108.0,55825.0,zone_b
A-2-P,5/1/2015,55825.0,24108.0,55825.0,zone_b
A-2-P,6/1/2015,55825.0,24108.0,55825.0,zone_b
A-2-P,7/1/2015,55825.0,24108.0,55825.0,zone_b
A-2-P,8/1/2015,55825.0,24108.0,55825.0,zone_b
A-2-P,9/1/2015,55825.0,24108.0,55825.0,zone_b
A-2-P,10/1/2015,55825.0,24108.0,55825.0,zone_b
A-2-P,11/1/2015,55825.0,24108.0,55825.0,zone_b
A-2-P,12/1/2015,55825.0,24108.0,55825.0,zone_b
A-3-P,10/1/1985,10160.9,18891.62,10160.9,zone_b
A-3-P,11/1/1985,23128.84,41001.36,23128.84,zone_b
A-3-P,12/1/1985,34861.82,55731.44,34861.82,zone_b
A-4-P,6/1/1981,236.0,23375.0,236.0,zone_a
A-4-P,7/1/1981,860.0,54574.0,860.0,zone_a
A-4-P,8/1/1981,7248.0,72184.0,7248.0,zone_a
A-4-P,9/1/1981,13176.0,102255.0,13176.0,zone_a
A-4-P,10/1/1981,28406.0,127121.0,28406.0,zone_a
A-4-P,11/1/1981,46813.0,149482.0,46813.0,zone_a
A-4-P,12/1/1981,71328.0,180491.0,71328.0,zone_a
A-4-P,1/1/1982,91322.0,207091.0,91322.0,zone_a
A-4-P,2/1/1982,109607.4,234953.97,109607.4,zone_a
A-4-P,3/1/1982,127890.4,261244.97,127890.4,zone_a
A-4-P,4/1/1982,145317.4,285358.97,145317.4,zone_a
A-4-P,5/1/1982,162487.4,309490.97,162487.4,zone_a
A-4-P,6/1/1982,176702.4,330381.97,176702.4,zone_a
A-4-P,7/1/1982,188593.4,348208.97,188593.4,zone_a
A-4-P,8/1/1982,197775.4,358238.97,197775.4,zone_a
A-4-P,9/1/1982,204543.8333,363553.9033,204543.8333,zone_a
A-5-P,9/1/1987,1310.0,129.0,1310.0,zone_a
A-5-P,10/1/1987,16651.0,1164.0,16651.0,zone_a
A-5-P,11/1/1987,32874.0,1610.0,32874.0,zone_a
A-5-P,12/1/1987,49027.0,2290.0,49027.0,zone_a
A-5-P,1/1/1988,62552.0,9126.0,62552.0,zone_a
A-5-P,2/1/1988,75356.0,23326.0,75356.0,zone_a
A-5-P,3/1/1988,86804.0,40676.0,86804.0,zone_a
A-5-P,4/1/1988,97454.0,60256.0,97454.0,zone_a
A-5-P,5/1/1988,106411.0,78490.0,106411.0,zone_a
A-5-P,6/1/1988,113158.0,97647.0,113158.0,zone_a
A-5-P,7/1/1988,121058.0,119627.0,121058.0,zone_a
A-5-P,8/1/1988,130582.0,142689.0,130582.0,zone_a
A-5-P,9/1/1988,140286.0,168280.0,140286.0,zone_a
A-5-P,10/1/1988,149500.0,194331.0,149500.0,zone_a
A-5-P,11/1/1988,158096.0,217868.0,158096.0,zone_a
A-5-P,12/1/1988,165576.0,239818.0,165576.0,zone_a
A-5-P,1/1/1989,172386.0,263614.0,172386.0,zone_a
A-5-P,2/1/1989,178556.0,285468.0,178556.0,zone_a
A-5-P,3/1/1989,184520.0,306933.0,184520.0,zone_a
A-5-P,4/1/1989,191011.0,327884.0,191011.0,zone_a
A-5-P,5/1/1989,196492.0,342673.0,196492.0,zone_a
A-5-P,6/1/1989,200979.0,355056.0,200979.0,zone_a
A-5-P,7/1/1989,207455.0,373322.0,207455.0,zone_a
A-5-P,8/1/1989,214275.0,393530.0,214275.0,zone_a
A-5-P,9/1/1989,218279.0,407073.0,218279.0,zone_a
A-5-P,10/1/1989,226610.0,427274.0,226610.0,zone_a
A-5-P,11/1/1989,237733.0,444714.0,237733.0,zone_a
A-5-P,12/1/1989,249497.0,462754.0,249497.0,zone_a
A-5-P,1/1/1990,260913.0,479985.0,260913.0,zone_a
A-5-P,2/1/1990,271954.0,497605.0,271954.0,zone_a
A-5-P,3/1/1990,282537.0,518236.0,282537.0,zone_a
A-5-P,4/1/1990,292386.0,538632.0,292386.0,zone_a
A-5-P,5/1/1990,302788.0,560395.0,302788.0,zone_a
A-5-P,6/1/1990,314265.0,578163.0,314265.0,zone_a
A-5-P,7/1/1990,327192.0,596975.0,327192.0,zone_a
A-5-P,8/1/1990,339552.0,616604.0,339552.0,zone_a
A-5-P,9/1/1990,350933.0,636558.0,350933.0,zone_a
A-5-P,10/1/1990,362344.0,656062.0,362344.0,zone_a
A-5-P,11/1/1990,373734.0,674652.0,373734.0,zone_a
A-5-P,12/1/1990,384574.0,693630.0,384574.0,zone_a
A-5-P,1/1/1991,397215.0,716360.0,397215.0,zone_a
A-5-P,2/1/1991,405118.0,733578.0,405118.0,zone_a
A-5-P,3/1/1991,415746.0,751690.0,415746.0,zone_a
A-5-P,4/1/1991,427916.0,771150.0,427916.0,zone_a
A-5-P,5/1/1991,440489.0,791803.0,440489.0,zone_a
A-5-P,6/1/1991,452066.0,812930.0,452066.0,zone_a
A-5-P,7/1/1991,461497.0,833316.0,461497.0,zone_a
A-5-P,8/1/1991,472656.0,853194.0,472656.0,zone_a
A-5-P,9/1/1991,484823.0,872469.0,484823.0,zone_a
A-5-P,10/1/1991,496849.0,892398.0,496849.0,zone_a
A-5-P,11/1/1991,508937.0,914334.0,508937.0,zone_a
A-5-P,12/1/1991,518911.0,934300.0,518911.0,zone_a
A-5-P,1/1/1992,528498.0,956797.0,528498.0,zone_a
A-5-P,2/1/1992,534118.0,975062.0,534118.0,zone_a
A-5-P,3/1/1992,536057.0,982372.0,536057.0,zone_a
A-6-P,7/1/2002,5185.0,568.0,5185.0,zone_a
A-6-P,8/1/2002,56535.0,4731.0,56535.0,zone_a
A-6-P,9/1/2002,80809.0,6928.0,80809.0,zone_a
A-6-P,10/1/2002,104648.0,9200.0,104648.0,zone_a
A-6-P,11/1/2002,128165.0,11413.0,128165.0,zone_a
A-6-P,12/1/2002,154874.0,13926.0,154874.0,zone_a
A-6-P,1/1/2003,182925.0,19071.0,182925.0,zone_a
A-6-P,2/1/2003,207356.0,25410.0,207356.0,zone_a
A-6-P,3/1/2003,227673.0,31861.0,227673.0,zone_a
A-6-P,4/1/2003,250682.0,38851.0,250682.0,zone_a
A-6-P,5/1/2003,269977.09,44478.29,269977.09,zone_a
A-6-P,6/1/2003,290493.09,50641.29,290493.09,zone_a
A-6-P,7/1/2003,313758.72,57647.27,313758.72,zone_a
A-6-P,8/1/2003,336929.76,64270.18,336929.76,zone_a
A-6-P,9/1/2003,357730.8,69955.4,357730.8,zone_a
A-6-P,10/1/2003,380610.8,76408.4,380610.8,zone_a
A-6-P,11/1/2003,403919.8,82906.4,403919.8,zone_a
A-6-P,12/1/2003,424197.8,89415.4,424197.8,zone_a
A-6-P,1/1/2004,443696.8,95743.4,443696.8,zone_a
A-6-P,2/1/2004,460176.8,101354.4,460176.8,zone_a
A-6-P,3/1/2004,476318.8,106706.4,476318.8,zone_a
A-6-P,4/1/2004,494378.8,111949.4,494378.8,zone_a
A-6-P,5/1/2004,513828.8,116661.4,513828.8,zone_a
A-6-P,6/1/2004,531883.8,122520.4,531883.8,zone_a
A-6-P,7/1/2004,547962.8,128558.4,547962.8,zone_a
A-6-P,8/1/2004,563194.8,134871.4,563194.8,zone_a
A-6-P,9/1/2004,573239.8,138777.4,573239.8,zone_a
A-6-P,10/1/2004,587893.8,144420.4,587893.8,zone_a
A-6-P,11/1/2004,595524.8,147228.4,595524.8,zone_a
A-6-P,12/1/2004,604169.8,150409.4,604169.8,zone_a
A-6-P,1/1/2005,616072.8,154483.4,616072.8,zone_a
A-6-P,2/1/2005,619454.49,156258.23,619454.49,zone_a
A-6-P,3/1/2005,631912.49,159276.23,631912.49,zone_a
A-6-P,4/1/2005,647041.49,162158.23,647041.49,zone_a
A-6-P,5/1/2005,655755.49,163880.23,655755.49,zone_a
A-6-P,6/1/2005,667845.49,166534.23,667845.49,zone_a
A-6-P,7/1/2005,672859.49,170061.23,672859.49,zone_a
A-6-P,8/1/2005,678608.49,174822.23,678608.49,zone_a
A-6-P,9/1/2005,682155.49,176609.23,682155.49,zone_a
A-6-P,10/1/2005,687342.99,179281.58,687342.99,zone_a
A-6-P,11/1/2005,698028.99,183094.58,698028.99,zone_a
A-6-P,12/1/2005,711047.99,186451.58,711047.99,zone_a
A-6-P,1/1/2006,720992.99,189063.58,720992.99,zone_a
A-6-P,2/1/2006,730314.99,190383.58,730314.99,zone_a
A-6-P,3/1/2006,736233.99,195034.58,736233.99,zone_a
A-6-P,4/1/2006,744023.99,201459.58,744023.99,zone_a
A-6-P,5/1/2006,753590.99,207891.58,753590.99,zone_a
A-6-P,6/1/2006,755847.99,213723.58,755847.99,zone_a
A-6-P,7/1/2007,757103.99,215599.58,757103.99,zone_a
A-6-P,8/1/2007,762323.99,218881.58,762323.99,zone_a
A-6-P,9/1/2007,774097.99,220943.58,774097.99,zone_a
A-6-P,10/1/2007,786274.39,223349.69,786274.39,zone_a
A-6-P,11/1/2007,796356.39,225562.69,796356.39,zone_a
A-6-P,12/1/2007,805374.39,230084.69,805374.39,zone_a
A-6-P,1/1/2008,813447.81,233644.44,813447.81,zone_a
A-6-P,2/1/2008,824349.91,237415.43,824349.91,zone_a
A-6-P,3/1/2008,831363.44,239593.94,831363.44,zone_a
A-6-P,4/1/2008,839073.44,244399.94,839073.44,zone_a
A-6-P,5/1/2008,845291.44,248527.94,845291.44,zone_a
A-6-P,6/1/2008,851199.44,252582.94,851199.44,zone_a
A-6-P,7/1/2008,856403.34,256429.3,856403.34,zone_a
A-6-P,8/1/2008,863875.34,260244.3,863875.34,zone_a
A-6-P,9/1/2008,875635.34,264909.3,875635.34,zone_a
A-6-P,10/1/2008,890549.34,270068.3,890549.34,zone_a
A-6-P,11/1/2008,903505.34,274502.3,903505.34,zone_a
A-6-P,12/1/2008,913513.34,278433.3,913513.34,zone_a
A-6-P,1/1/2009,925907.34,283277.11,925907.34,zone_a
A-6-P,2/1/2009,935547.51,287063.36,935547.51,zone_a
A-6-P,3/1/2009,946806.11,290876.53,946806.11,zone_a
A-6-P,4/1/2009,955382.11,294129.53,955382.11,zone_a
A-6-P,5/1/2009,967065.71,299577.29,967065.71,zone_a
A-6-P,6/1/2009,980679.71,305057.29,980679.71,zone_a
A-6-P,7/1/2009,992497.51,312117.76,992497.51,zone_a
A-6-P,8/1/2009,1001246.24,318479.1,1001246.24,zone_a
A-6-P,9/1/2009,1012348.94,325255.13,1012348.94,zone_a
A-6-P,10/1/2009,1019257.8,332303.57,1019257.8,zone_a
A-6-P,11/1/2009,1025721.59,335723.25,1025721.59,zone_a
A-6-P,12/1/2009,1031777.59,339914.25,1031777.59,zone_a
A-6-P,1/1/2010,1042113.59,344177.25,1042113.59,zone_a
A-6-P,2/1/2010,1050517.41,345862.05,1050517.41,zone_a
A-6-P,3/1/2010,1060473.41,347758.05,1060473.41,zone_a
A-6-P,4/1/2010,1066434.41,350424.05,1066434.41,zone_a
A-6-P,5/1/2010,1073546.41,354137.05,1073546.41,zone_a
A-6-P,6/1/2010,1078641.27,357491.38,1078641.27,zone_a
A-6-P,7/1/2010,1089797.27,362137.38,1089797.27,zone_a
A-6-P,8/1/2010,1099055.27,366086.38,1099055.27,zone_a
A-6-P,9/1/2010,1104654.27,369141.38,1104654.27,zone_a
A-6-P,10/1/2010,1113269.27,373599.38,1113269.27,zone_a
A-6-P,11/1/2010,1120675.62,377519.38,1120675.62,zone_a
A-6-P,12/1/2010,1128692.64,380078.9,1128692.64,zone_a
A-6-P,1/1/2011,1136328.43,383771.18,1136328.43,zone_a
A-6-P,2/1/2011,1146312.73,387386.11,1146312.73,zone_a
A-6-P,3/1/2011,1156892.53,391174.71,1156892.53,zone_a
A-6-P,4/1/2011,1163782.35,394239.2,1163782.35,zone_a
A-6-P,5/1/2011,1172672.25,397614.61,1172672.25,zone_a
A-6-P,6/1/2011,1180950.61,400773.31,1180950.61,zone_a
A-6-P,7/1/2011,1190033.9,404335.25,1190033.9,zone_a
A-6-P,8/1/2011,1200044.9,408375.86,1200044.9,zone_a
A-6-P,9/1/2011,1207975.54,412462.12,1207975.54,zone_a
A-6-P,10/1/2011,1215156.28,416082.01,1215156.28,zone_a
A-6-P,11/1/2011,1224038.22,420208.77,1224038.22,zone_a
A-6-P,12/1/2011,1232079.22,424103.41,1232079.22,zone_a
A-6-P,1/1/2012,1241769.75,428002.72,1241769.75,zone_a
A-6-P,2/1/2012,1250059.89,431561.03,1250059.89,zone_a
A-6-P,3/1/2012,1259263.03,435086.25,1259263.03,zone_a
A-6-P,4/1/2012,1268087.5,438710.66,1268087.5,zone_a
A-6-P,5/1/2012,1275357.49,442617.07,1275357.49,zone_a
A-6-P,6/1/2012,1282919.73,446605.69,1282919.73,zone_a
A-6-P,7/1/2012,1290784.51,451056.07,1290784.51,zone_a
A-6-P,8/1/2012,1300179.09,454698.24,1300179.09,zone_a
A-6-P,9/1/2012,1307570.95,458708.53,1307570.95,zone_a
A-6-P,10/1/2012,1316295.73,463060.86,1316295.73,zone_a
A-6-P,11/1/2012,1324779.52,466132.98,1324779.52,zone_a
